번호,도서관명,도서관홈페이지,상품종류,제목,저자,출판사,출판일,국제표준도서번호,보유 종수,공급사,대분류,중분류,데이터 기준일자
5140,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,악당의 무게,이현 글/오윤화 그림,휴먼어린이,2015-12-17,9.79E+12,1,YES24,유아,그림책,2025-08-22
5141,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,안녕히 주무셨어요?,페터 슈포르크 저/유영미 역,황소자리,2016-04-01,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5142,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,안중근 전기,안중근 저,씨익북스,2016-02-12,9.79E+12,1,YES24,역사/문화,역사인물,2025-08-22
5143,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,암살 세트,이이녕 저,더스토리,2015-08-20,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5144,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,애인의 애인에게,백영옥 저,예담,2016-02-26,9.79E+12,2,YES24,소설,한국소설,2025-08-22
5145,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,앵무새 죽이기,하퍼 리 저/김욱동 역,열린책들,2015-09-17,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5146,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,양쯔강의 악어,"장용,옌추친 공저/이지은 역",강단,2015-06-12,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5147,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,양철북,이산하 저,양철북,2015-09-21,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5148,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어느 철학과 자퇴생의 나날,김의 저,나무옆의자,2016-03-14,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5149,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어둠의 양보,정민 저,나무옆의자,2016-03-14,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5150,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어둠의 자식들 - 대한민국 스토리DNA 009,이철용 저,새움,2015-12-11,9.79E+12,2,YES24,소설,한국소설,2025-08-22
5151,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"어떤 삶을 살든, 여자가 절대 포기하지 말아야 할 것들",박금선 저,갤리온,2016-01-05,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
5152,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 다시 성장할 것인가,박광기 저,21세기북스,2016-02-04,9.79E+12,2,YES24,경제/경영,경제일반,2025-08-22
5153,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 돌파할 것인가,김현철 저,다산북스,2015-07-31,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
5154,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 사람의 마음을  얻을 것인가,이철환 저,자음과모음,2015-06-02,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
5155,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 연극은 학습인가?,김경애 저,학이시습,2015-12-04,9.79E+12,1,YES24,정치/사회,교육/환경,2025-08-22
5156,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어떻게 읽을 것인가,고영성 저,스마트북스,2015-12-28,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5157,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어른인 척,이진이 저,예담,2015-11-10,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
5158,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어린 이산과 천자문의 비밀,정혜원 글/김호랑 그림,개암나무,2015-10-12,9.79E+12,1,YES24,유아,그림책,2025-08-22
5159,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어린이를 위한 하버드 새벽 4시 반,"웨이슈잉,웨이펑롄 글/박링고 그림/이지희 역",세종주니어,2016-04-08,9.79E+12,1,YES24,아동,어린이학습/자기계발,2025-08-22
5160,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어린이와 청소년을 위한 열하일기,박지원 글/박지숙 편,보물창고,2015-07-15,9.79E+12,1,YES24,아동,어린이학습/자기계발,2025-08-22
5161,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,어쩌다 한국은,박성호(물뚝심송) 저,로고폴리스,2015-12-14,9.79E+12,2,YES24,정치/사회,사회학,2025-08-22
5162,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"어휘야, 독해를 부탁해 고급",배시원 저,키메이커,2015-08-11,9.79E+12,1,YES24,언어,문법/단어/독해/작문,2025-08-22
5163,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"어휘야, 독해를 부탁해 중급",배시원 저,키메이커,2015-08-11,9.79E+12,1,YES24,언어,문법/단어/독해/작문,2025-08-22
5164,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"어휘야, 독해를 부탁해 초급",배시원 저,키메이커,2015-08-11,9.79E+12,1,YES24,언어,문법/단어/독해/작문,2025-08-22
5165,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,언니가 없으면 좋겠어,이은재 글/심윤정 그림,살림어린이,2015-10-29,9.79E+12,2,YES24,유아,그림책,2025-08-22
5166,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,언어로 세운 집,이어령 저,arte(아르테),2015-09-17,9.79E+12,2,YES24,시/에세이,시,2025-08-22
5167,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,언제까지 썸만 탈래?,장해정 저,play3.0,2015-03-09,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5168,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,얼큰쌤의 비밀 저금통,김미희 글 에스더 그림 저,키다리,2016-03-28,9.79E+12,1,YES24,유아,그림책,2025-08-22
5169,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"엄마, 우리 힘들 때 시 읽어요","송정연,송정림 공저/류인선 그림",나무생각,2015-04-24,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
5170,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마가 믿는 만큼 크는 아이,기시미 이치로 저/오시연 역,을유문화사,2015-06-30,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
5171,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마라는 직업,헴마 카노바스 사우 저/유혜경 역,이마,2016-04-27,9.79E+12,2,YES24,정치/사회,사회학,2025-08-22
5172,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마를 기다릴게,스와티 아바스티 저/신선해 역,작가정신,2016-02-01,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5173,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마와 보내는 마지막 시간 14일,리사 고이치 저/김미란 역,가나출판사,2016-01-20,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
5174,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마의 돈 공부,이지영 저,다산3.0,2016-04-26,9.79E+12,1,YES24,경제/경영,재테크/금융,2025-08-22
5175,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마의 말 공부 2,이임숙 저,카시오페아,2015-10-21,9.79E+12,1,YES24,가정/생활/요리,자녀교육,2025-08-22
5176,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엄마의 말공부,이임숙 저,카시오페아,2015-04-29,,1,YES24,가정/생활/요리,자녀교육,2025-08-22
5177,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,엉터리 집배원,장세현 글그림,어린이작가정신,2016-03-31,9.79E+12,1,YES24,유아,그림책,2025-08-22
5178,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에밀,장 자크 루소 저/이환 편,돋을새김,2015-08-05,9.79E+12,1,YES24,인문,서양철학,2025-08-22
5179,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에티카 파트 01 - 원서로 읽는 철학서,바뤼흐 스피노자 저,페이퍼문,2016-02-05,9.79E+12,1,YES24,인문,서양철학,2025-08-22
5180,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에티카 파트 02 - 원서로 읽는 철학서,바뤼흐 스피노자 저,페이퍼문,2016-02-05,9.79E+12,1,YES24,인문,서양철학,2025-08-22
5181,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에티카 파트 03 - 원서로 읽는 철학서,바뤼흐 스피노자 저,페이퍼문,2016-02-05,9.79E+12,1,YES24,인문,서양철학,2025-08-22
5182,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에티카 파트 04 - 원서로 읽는 철학서,바뤼흐 스피노자 저,페이퍼문,2016-02-05,9.79E+12,1,YES24,인문,서양철학,2025-08-22
5183,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,에티카 파트 05 - 원서로 읽는 철학서,바뤼흐 스피노자 저,페이퍼문,2016-02-05,9.79E+12,1,YES24,인문,서양철학,2025-08-22
5184,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여고생 미지의 빨간약,"김병섭,박창현 공저",양철북,2015-08-19,9.79E+12,1,YES24,청소년,청소년 인문교양,2025-08-22
5185,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여자 목숨으로 사는 남자,구광렬 저,새움,2015-07-09,9.79E+12,2,YES24,소설,한국소설,2025-08-22
5186,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"여자 서른 살, 까칠하게 용감하게",차희연 저,홍익출판사,2014-11-06,,1,YES24,자기계발,성공/처세,2025-08-22
5187,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여자 연애심리 작동법,김진서 저,청춘북스,2016-03-04,9.79E+12,1,YES24,자기계발,인간관계,2025-08-22
5188,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여자 중심,송창민 저,황금부엉이,2016-05-02,9.79E+12,1,YES24,자기계발,인간관계,2025-08-22
5189,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여자는 무엇으로 사는가,"이경제,양재진 공저",세종서적,2015-12-16,9.79E+12,1,YES24,자기계발,자기능력계발,2025-08-22
5190,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여자에게 여행이 필요할 때,조예은 저,카시오페아,2016-04-27,9.79E+12,1,YES24,여행/취미,여행/관광,2025-08-22
5191,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! <브라질> 리우 데 자네이루 (이구아수 폭포),지구별여행자 저,u-paper(유페이퍼),2016-04-05,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5192,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! <스페인> 바르셀로나,지구별여행자 저,u-paper(유페이퍼),2016-02-29,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5193,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! <터키> 이스탄불,지구별여행자 저,u-paper(유페이퍼),2016-04-21,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5194,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! <페루> 쿠스코 (마추픽추),지구별여행자 저,u-paper(유페이퍼),2016-04-05,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5195,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! 그리스 산토리니,지구별여행자 저,u-paper(유페이퍼),2016-04-21,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5196,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! 그리스 아테네,지구별여행자 저,u-paper(유페이퍼),2016-04-21,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5197,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"여행의 발견! 볼리비아 (우유니 소금 사막, 티티카카 호수)",지구별여행자 저,u-paper(유페이퍼),2016-04-21,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5198,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행의 발견! 터키 카파도키아 (파묵칼레&에페소),지구별여행자 저,u-paper(유페이퍼),2016-04-21,             ,1,YES24,여행/취미,여행/관광,2025-08-22
5199,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행자의 글쓰기,정숙영 저,예담,2016-03-29,9.79E+12,2,YES24,여행/취미,여행/관광,2025-08-22
5200,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,여행자의 인문학,문갑식 저,다산3.0,2016-02-01,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5201,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사 e,"EBS 역사채널ⓔ,국사편찬위원회 공저",북하우스,2013-05-24,9.79E+12,2,YES24,역사/문화,역사일반/고고학,2025-08-22
5202,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사 e 2,EBS 역사채널ⓔ 저,북하우스,2014-01-29,,2,YES24,인문,인문학일반,2025-08-22
5203,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사 e 3,EBS 역사채널ⓔ 저,북하우스,2014-12-24,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
5204,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사 e 4,EBS 역사채널ⓔ 저,북하우스,2015-12-30,9.79E+12,2,YES24,역사/문화,한국사,2025-08-22
5205,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사 콘서트 01,황광우 저,생각정원,2016-04-05,9.79E+12,1,YES24,역사/문화,한국사,2025-08-22
5206,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사 콘서트 02,황광우 저,생각정원,2016-04-05,9.79E+12,1,YES24,역사/문화,한국사,2025-08-22
5207,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사소설 그날의 기억,컬툰스토리 저,주식회사 태믹스,2016-02-12,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5208,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,역사와 책임,한홍구 저,한겨레출판,2015-05-04,9.79E+12,2,YES24,역사/문화,한국사,2025-08-22
5209,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,연금부자들,이영주 저,새로운제안,2016-01-26,9.79E+12,1,YES24,경제/경영,재테크/금융,2025-08-22
5210,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,연애하지 않을 자유,이진송 저,21세기북스,2016-04-29,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
5211,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"연예, 결혼, 출산, 인간관계, 주택구입, 희망, 꿈 포기한 7포세대의 자본주의 정글에서 살아남기",공진규 저,u-paper(유페이퍼),2015-06-16,             ,1,YES24,정치/사회,사회학,2025-08-22
5212,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,연인 심청,방민호 저,다산책방,2015-01-14,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5213,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,열린 인문학 강의,윌리엄 앨런 닐슨 편/김영범 역,유유,2015-11-04,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5214,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"영어회화를 위한 영단어, 보카코드1",VISCON 저,u-paper(유페이퍼),2015-12-14,             ,1,YES24,언어,영어회화/청취,2025-08-22
5215,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"영어회화를 위한 영단어, 보카코드2",VISCON 저,u-paper(유페이퍼),2015-12-14,             ,1,YES24,언어,영어회화/청취,2025-08-22
5216,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"영어회화를 위한 영단어, 보카코드3",VISCON 저,u-paper(유페이퍼),2016-01-13,             ,1,YES24,언어,영어회화/청취,2025-08-22
5217,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,영원한 이방인,이창래 저/정영목 역,알에이치코리아(RHK),2015-06-17,9.79E+12,2,YES24,소설,한국소설,2025-08-22
5218,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,영화 속 심리학,박소진 저,소울메이트,2014-10-24,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5219,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,예술과 철학,김종대 저,나라,2015-05-04,9.79E+12,1,YES24,인문,교양철학,2025-08-22
5220,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"예스, 셰프","마르쿠스 사무엘손,베로니카 체임버스 공저/이혜경 역",니케북스,2015-11-24,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
5221,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옛 공부벌레들의 좌우명,"박수밀,강병인 저",샘터,2015-06-11,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5222,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,오늘부터 가벼워지는 삶,기시미 이치로 저/장은주 역/하지현 감수,위즈덤하우스,2016-04-20,9.79E+12,2,YES24,자기계발,성공/처세,2025-08-22
5223,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,오리지널리티를 찾아서,"김훈철,김선식 공저",다산4.0,2016-02-11,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5224,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,오리지널스,애덤 그랜트 저/홍지수 역,한국경제신문사(한경비피),2016-01-28,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5225,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,오일의 공포,"손지우,이종헌 공저",프리이코노미북스,2015-11-23,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
5226,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옥스브리지 생각의 힘,존 판던 저/유영훈 역,알에이치코리아(RHK),2015-10-28,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
5227,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옥이야 진메야,김용택 저,살림출판사,2013-09-04,9.79E+12,2,YES24,유아,그림책,2025-08-22
5228,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 01,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5229,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 02,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5230,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 03,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5231,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 04,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5232,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 05,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5233,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 06,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5234,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 07,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5235,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 08,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5236,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 09,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5237,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 10,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5238,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 11,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5239,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,옹정황제 12,얼웨허 저,더봄,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5240,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 1,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5241,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 10,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5242,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 11,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5243,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 12,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5244,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 13,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5245,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 14,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5246,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 15,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5247,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 16,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5248,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 17,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5249,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 18,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5250,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 19,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5251,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 2,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5252,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 20,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5253,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 3,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5254,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 4,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5255,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 5,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5256,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 6,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5257,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 7,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5258,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 8,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5259,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와신상담. 9,리선샹 저,스타북스,2016-01-21,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5260,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,와이저,"캐스 R. 선스타인,리드 헤이스티 공저/이시은 역/김경준 감수",위즈덤하우스,2015-07-01,9.79E+12,2,YES24,경제/경영,경영일반,2025-08-22
5261,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,완벽하지 않은 스무 살을 위한 진짜 공부,후지하라 가즈히로 저/임해성 역,21세기북스,2016-03-11,9.79E+12,2,YES24,자기계발,성공/처세,2025-08-22
5262,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,왜 나는 중국을 공부하는가,김만기 저,다산북스,2016-02-01,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
5263,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,왜 로봇의 도덕인가,"웬델 월러치,콜린 알렌 공저/노태복 역",메디치미디어,2014-07-22,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5264,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,왜 분노해야 하는가 CAPITALISM IN KOREA Ⅱ,장하성 저,헤이북스,2015-12-28,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
5265,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,왜 우리는 집단에서 바보가 되었는가,군터 뒤크 저/김희상 역,비즈페이퍼,2016-03-22,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
5266,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,왜 포기하면 안 되나요,조지혜 글/유명희 그림,참돌어린이,2015-03-05,9.79E+12,1,YES24,아동,어린이학습/자기계발,2025-08-22
5267,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,외교상상력,김정섭 저,MID 엠아이디,2016-03-09,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
5268,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리 가족은 공부 방해꾼,김혜리 글/김민준 그림,스콜라,2015-10-05,9.79E+12,2,YES24,유아,그림책,2025-08-22
5269,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리 이웃 이야기,필리파 피어스 글/고경숙 그림/햇살과나무꾼 역 저,논장,2015-07-02,,1,YES24,유아,그림책,2025-08-22
5270,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리는 왜 이런 시간을 견디고 있는가,강수돌 등저/노동시간센터 기획,코난북스,2016-02-16,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
5271,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리들의 반역자,존 르 카레 저/남명성 역,알에이치코리아(RHK),2016-02-04,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5272,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리만 모르는 민주주의,데이비드 그레이버 저/정호영 역,이책,2015-10-23,9.79E+12,1,YES24,정치/사회,정치/외교,2025-08-22
5273,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리아이 괜찮아요 2,서천석 저,예담friend,2015-01-19,9.79E+12,2,YES24,가정/생활/요리,자녀교육,2025-08-22
5274,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우리집 테라스에 펭귄이 산다,톰 미첼 저/박여진 역,21세기북스,2016-01-19,9.79E+12,2,YES24,시/에세이,에세이,2025-08-22
5275,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우울할 때 반짝 리스트,한수희 저,웅진서가,2015-07-21,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
5276,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우울할 땐 니체,발타자르 토마스 저/김부용 역,자음과모음,2013-05-13,,2,YES24,인문,서양철학,2025-08-22
5277,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,우주에서 떨어진 주소록,팀 라드퍼드 저/김학영 역,샘터,2015-10-16,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5278,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"운, 준비하는 미래",이정일 저,이다미디어,2015-09-03,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5279,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,워런 버핏의 주주 서한,워런 버핏 저/로렌스 커닝햄 편/신진오 감수/이건 역,서울문화사,2015-12-04,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
