번호,구분,상품번호,대분류,서명,저자,출판사,보유 권수,데이터기준일
15276,전자책,86539712,문학,사랑의 목격,최유수 저,허밍버드,1,2025-07-01
15277,전자책,85743114,문학,사랑합니다,강준린 저,북아띠,1,2025-07-01
15278,전자책,74298195,경제／경영,사업을 한다는 것,"레이 크록 저/손정의,야나이 다다시 해설/이영래 역",센시오,1,2025-07-01
15279,전자책,86544705,인문／사회,사회심리학,"로버트 치알디니,더글러스 켄릭,스티븐 뉴버그 저/김아영 역",웅진지식하우스,2,2025-07-01
15280,전자책,89421978,가정과생활,"산 음식, 죽은 음식","더글라스 그라함 저/김진영,강신원 공역",사이몬북스,1,2025-07-01
15281,전자책,89926926,가정과생활,살이 찌기만 하고 빠지지 않을 때 읽는 책,"기무라 요코,니시자와 미카 공저/장은주 역",현대지성,1,2025-07-01
15282,전자책,88441495,문학,살인자의 쇼핑몰,강지영 저,자음과모음,1,2025-07-01
15283,전자책,86897632,경제／경영,"상사 취향 저격, 한 페이지 보고서 · 기획서 작성법",김용무 저,팜파스,1,2025-07-01
15284,전자책,89523363,인문／사회,새벽 세 시의 몸들에게,"생애문화연구소 옥희살롱 기획/메이 편/김영옥,메이,이지은,전희경 저",봄날의책,1,2025-07-01
15285,전자책,89644324,가정과생활,"생식, 내 작은 육식동물들을 위한 만찬",코스믹라테 저,마들렌북,1,2025-07-01
15286,전자책,88418154,문학,생의 마지막에서 간절히 원하는 것들,태현정 등저,메이트북스,1,2025-07-01
15287,전자책,86157290,자연과과학,생체리듬의 과학,사친 판다 저/김수진 역,세종서적,1,2025-07-01
15288,전자책,89553941,가정과생활,생활의 지혜-누구나 쉽게 찾아 활용한다,별난정보연구회 저,북아띠,1,2025-07-01
15289,전자책,89700354,문학,"서툴지만, 잘 살고 싶다는 마음",이정현 저,허밍버드,1,2025-07-01
15290,전자책,89929018,경제／경영,선물주는산타의 주식투자 시크릿,선물주는산타 저,비즈니스북스,1,2025-07-01
15291,전자책,90108880,가정과생활,세상 쉬운 마스크 만들기,부티크사 편집부 저/남궁가윤 역,즐거운상상,1,2025-07-01
15292,전자책,89936505,문학,세상의 주인,로버트 휴 벤슨 저/유혜인 역,메이븐,1,2025-07-01
15293,전자책,89607446,경제／경영,"센 세대, 낀 세대, 신세대 3세대 전쟁과 평화",김성회 저,쌤앤파커스,1,2025-07-01
15294,전자책,87608555,자연과과학,속지 않고 살 수 있다,박병하 저,생각정원,1,2025-07-01
15295,전자책,90071305,자연과과학,숫자가 만만해지는 책,브라이언 W. 커니핸 저/양병찬 역,어크로스,1,2025-07-01
15296,전자책,89832130,인문／사회,쉼 없이 걸어 촛불을 만났다,최민희 저,21세기북스,2,2025-07-01
15297,전자책,89408107,자연과과학,슈퍼버그,맷 매카시 저/김미정 역,흐름출판,2,2025-07-01
15298,전자책,89380421,자기관리,스무살에 알았더라면 좋았을 것들,티나 실리그 저/이수경 역,웅진지식하우스,2,2025-07-01
15299,전자책,89837620,자기관리,스틸니스,라이언 홀리데이 저/김보람 역,흐름출판,2,2025-07-01
15300,전자책,89385441,문학,습관의 말들,김은경 저,유유,1,2025-07-01
15301,전자책,90062092,자기관리,승리하는 습관,"앨렌 스테인 주니어,존 스턴펠트 저/엄성수 역",갤리온,2,2025-07-01
15302,전자책,90075165,자기관리,시그니처 signature,이항심 저,다산북스,2,2025-07-01
15303,전자책,24850509,문학,시를 잊은 그대에게,정재찬 저,휴머니스트,1,2025-07-01
15304,전자책,89016983,인문／사회,시의 온도,이덕무 저/한정주 편역,다산초당,2,2025-07-01
15305,전자책,90053469,경제／경영,시장의 기억,이태호 저,어바웃어북,1,2025-07-01
15306,전자책,87632952,문학,시즈카 할머니와 휠체어 탐정,나카야마 시치리 저/강영혜 역,블루홀6,1,2025-07-01
15307,전자책,89478519,인문／사회,식사에 대한 생각,비 윌슨 저/김하현 역,어크로스,1,2025-07-01
15308,전자책,88320230,자기관리,심리학을 만나 행복해졌다,장원청 저/김혜림 역,미디어숲,1,2025-07-01
15309,전자책,89838509,가정과생활,심심할 때 읽는 커피 이야기 20가지,이문익 저,유페이퍼,1,2025-07-01
15310,전자책,89923035,문학,심장에 수놓은 이야기,구병모 저,arte(아르테),2,2025-07-01
15311,전자책,89594178,문학,십분의 일을 냅니다,이현우 저,알에이치코리아(RHK),2,2025-07-01
15312,전자책,89513970,가정과생활,쓸모 있는 몸을 만드는 다리찢기 스트레칭,"김성종,백민지 저",북스고,1,2025-07-01
15313,전자책,90073991,문학,아낌없이 죽이는 나무,잭익스피어 저,잭익스피어필름,1,2025-07-01
15314,전자책,89306709,인문／사회,아리스토텔레스 수사학(그리스어 원전 완역본),아리스토텔레스 저/박문재 역,현대지성,1,2025-07-01
15315,전자책,89741217,문학,"아무튼, 메모",정혜윤 저,위고,1,2025-07-01
15316,전자책,87661654,문학,"아무튼, 순정만화",이마루 저,코난북스,1,2025-07-01
15317,전자책,89334054,문학,"아무튼, 하루키",이지수 저,제철소,1,2025-07-01
15318,전자책,89728368,경제／경영,아빠와 딸의 주식 투자 레슨,"대니얼 타운,필 타운 저/김인정 역",에프엔미디어,1,2025-07-01
15319,전자책,89872409,가정과생활,아이의 두뇌는 부부의 대화 속에서 자란다,아마노 히카리 저/김현영 역,센시오,1,2025-07-01
15320,전자책,89849699,문학,"안녕, 나의 순정",이영희 저,놀,2,2025-07-01
15321,전자책,89553945,가정과생활,알뜰살림의 지혜-누구나 쉽게 찾아 활용한다,별난정보연구회 저,북아띠,1,2025-07-01
15322,전자책,89400737,경제／경영,앞서가는 조직은 왜 관계에 충실한가,랜디 로스 저/김정혜 역,현대지성,1,2025-07-01
15323,전자책,89987055,인문／사회,야생의 위로,에마 미첼 저/신소희 역,심심,2,2025-07-01
15324,전자책,89760510,문학,양식당 오가와,오가와 이토 저/권남희 역,위즈덤하우스,2,2025-07-01
15325,전자책,89969982,문학,어둠의 눈,딘 쿤츠 저,다산책방,2,2025-07-01
15326,전자책,89908289,문학,어른의 일,손혜진 저,가나출판사,1,2025-07-01
15327,전자책,87477269,자기관리,언니들의 슬기로운 조직생활,"김 부장,신 차장,이 과장,문 대리,박 PD 공저",한국경제신문사(한경비피),2,2025-07-01
15328,전자책,90005049,자기관리,여자라면 심리학부터,장루겅 저/송은진 역,센시오,1,2025-07-01
15329,전자책,90062187,경제／경영,여행의 미래,김다영 저,미래의창,1,2025-07-01
15330,전자책,89760856,인문／사회,열 문장 쓰는 법,김정선 저,유유,1,2025-07-01
15331,전자책,89425570,자기관리,영어 잘하는 사람들의 작은 습관,라이언 저,좋은습관연구소,1,2025-07-01
15332,전자책,89388785,국어와외국어,영어는 잘하고 싶은데 열심히 하고 싶진 않아,문덕 저/스노우캣 그림,한빛라이프,1,2025-07-01
15333,전자책,89756339,자기관리,영어독서가 취미입니다,권대익 저,반니라이프,1,2025-07-01
15334,전자책,89563445,문학,영혼의 집 짓기,데이비드 기펄스 저/서창렬 역,다산책방,2,2025-07-01
15335,전자책,90041673,문학,오늘 밤은 굶고 자야지,박상영 저,한겨레출판,2,2025-07-01
15336,전자책,89967663,문학,오늘 이 슬픔이 언젠가 우릴 빛내줄 거야,새벽 저,위즈덤하우스,2,2025-07-01
15337,전자책,90047406,가정과생활,오늘 조금 더 비건,초식마녀 저,채륜서,1,2025-07-01
15338,전자책,90065668,문학,오늘도 집순이로 알차게 살았습니다,삼각커피 저,카시오페아,1,2025-07-01
15339,전자책,86246241,자기관리,"오늘부터 딱 1년, 이기적으로 살기로 했다",샘 혼 저/이상원 역,비즈니스북스,1,2025-07-01
15340,전자책,89594132,문학,오십부터는 우아하게 살아야 한다,요시토모 유미 저/김한나 역,유노북스,1,2025-07-01
15341,전자책,90062320,인문／사회,완벽주의자들,사이먼 윈체스터 저/공경희 역,북라이프,1,2025-07-01
15342,전자책,89478524,자연과과학,완전히 새로운 공룡의 역사,스티브 브루사테 저/양병찬 역,웅진지식하우스,2,2025-07-01
15343,전자책,90085950,자기관리,왜 사는지 모르겠을 때 테드를 봅니다,박경수 저,메이트북스,1,2025-07-01
15344,전자책,89422453,경제／경영,요즘 애들에게 팝니다,김동욱 저,청림출판,1,2025-07-01
15345,전자책,87681800,문학,"요한, 씨돌, 용현","SBS 스페셜 제작팀,이큰별,이승미 공저",가나출판사,1,2025-07-01
15346,전자책,89741061,경제／경영,욜드 이코노미,매일경제 국민보고대회팀 저,매일경제신문사,1,2025-07-01
15347,전자책,89937048,가정과생활,"우리 아이 첫 영어, 저는 코칭합니다",이혜선 저,로그인,1,2025-07-01
15348,전자책,89408105,문학,우리가 이 도시의 주인공은 아닐지라도,박찬용 저,웅진지식하우스,2,2025-07-01
15349,전자책,85743113,가정과생활,우리는 가족입니다,강준린 저,북아띠,1,2025-07-01
15350,전자책,89970462,자기관리,우리는 달에 가기로 했다,리처드 와이즈먼 저/박선령 역,리더스북,2,2025-07-01
15351,전자책,89395261,자연과과학,우리는 모두 별에서 왔다,윤성철 저,21세기북스,2,2025-07-01
15352,전자책,90199244,문학,우리는 비 온 뒤를 걷는다,이효근 저,알에이치코리아(RHK),2,2025-07-01
15353,전자책,86967277,자기관리,우리는 언제나 늑대였다,애비 웜백 저/이민경 역,다산북스,2,2025-07-01
15354,전자책,85931975,인문／사회,우먼월드,아민더 달리왈 저/홍한별 역,롤러코스터,1,2025-07-01
15355,전자책,86233684,인문／사회,"우울할 땐 뇌 과학, 실천할 땐 워크북",앨릭스 코브 저/정지인 역,심심,2,2025-07-01
15356,전자책,89854193,가정과생활,유리로 된 아이,미하엘 빈터호프 저/한윤진 역,쌤앤파커스,1,2025-07-01
15357,전자책,89706840,경제／경영,유튜브 지금 시작하시나요?,이시한 저,미래의창,1,2025-07-01
15358,전자책,89825713,가정과생활,육아가 한 편의 시라면 좋겠지만,전지민 저,비타북스(VITABOOKS),1,2025-07-01
15359,전자책,89553942,가정과생활,음식의 지혜-누구나 쉽게 찾아 활용한다,별난정보연구회 저,북아띠,1,2025-07-01
15360,전자책,89760635,문학,응급의학과 곽경훈입니다,곽경훈 저,원더박스,1,2025-07-01
15361,전자책,89855450,문학,응원버스에 탄 왓슨씨,참결 저,미니달콤,1,2025-07-01
15362,전자책,89923033,자기관리,이 한마디가 나를 살렸다,김미경 저,21세기북스,2,2025-07-01
15363,전자책,90179785,문학,이노센트 와이프,에이미 로이드 저/김지선 역,흐름출판,2,2025-07-01
15364,전자책,89748560,예술／대중문화,이동진이 말하는 봉준호의 세계,이동진 저,위즈덤하우스,2,2025-07-01
15365,전자책,90198479,문학,이렇게 될 줄 몰랐습니다,재수 저,심플라이프,1,2025-07-01
15366,전자책,89563451,자연과과학,이상한 수학책,벤 올린 저/김성훈 역,북라이프,1,2025-07-01
15367,전자책,89851680,문학,이제 나를 위해 헤어져요,조인섭 저/박은선 그림,위즈덤하우스,2,2025-07-01
15368,전자책,86642231,자기관리,이제 우리의 이야기를 할 때입니다,비브 그로스콥 저/김정혜 역,마일스톤,1,2025-07-01
15369,전자책,89741033,경제／경영,이코노믹 센스,박정호 저,청림출판,1,2025-07-01
15370,전자책,89943622,문학,인간의 척도,마르코 말발디 저/김지원 역,그린하우스,1,2025-07-01
15371,전자책,90183905,인문／사회,인문학적 성장을 위한 8개의 질문,김종원 저,나무생각,1,2025-07-01
15372,전자책,89510091,자기관리,인생이 마법처럼 풀리는 만다라 명상,정연우(빅토리아) 저,라온북,1,2025-07-01
15373,전자책,89873857,경제／경영,인스타그램 마케팅 잘하는 사람은 이렇게 합니다,정진수 저,나비의활주로,1,2025-07-01
15374,전자책,89580842,인문／사회,인스타그램에는 절망이 없다,정지우 저,한겨레출판,2,2025-07-01
15375,전자책,89962609,가정과생활,일단 21일만 운동해보기로 했습니다,고민수 저,위즈덤하우스,2,2025-07-01
15376,전자책,87619756,인문／사회,일본다루기,김현구 저,이상미디어,1,2025-07-01
15377,전자책,90159509,자기관리,일주일은 금요일부터 시작하라,우스이 유키 저/정재혁 역,꼼지락,1,2025-07-01
15378,전자책,89960052,가정과생활,"입시설계, 초등부터 시작하라",진동섭 저,포르체,1,2025-07-01
15379,전자책,89425897,인문／사회,자기화해,우르술라 누버 저/손희주 역,생각정원,1,2025-07-01
15380,전자책,86646639,가정과생활,자연식물식 다이어트 30일 챌린지,오공삼(오영세) 저,21세기북스,2,2025-07-01
15381,전자책,89347378,문학,작렬지,옌롄커 저/문현선 역,자음과모음,1,2025-07-01
15382,전자책,87663333,가정과생활,잘 노는 아이의 잠재력,유은희 저,로그인,1,2025-07-01
15383,전자책,89311299,가정과생활,잘 먹이는 엄마 잘 먹는 아이,유정순 저,유노라이프,1,2025-07-01
15384,전자책,90085949,경제／경영,재밌어서 술술 읽히는 경제 교양 수업,박병률 저,메이트북스,1,2025-07-01
15385,전자책,89523513,가정과생활,적당히 육아법,하세가와 와카 저/황미숙 역,웅진리빙하우스,2,2025-07-01
15386,전자책,89917741,인문／사회,절제의 기술,스벤 브링크만 저/강경이 역,다산초당,2,2025-07-01
15387,전자책,89385456,가정과생활,정리의 기술,곤도 마리에 저/홍성민 역,웅진지식하우스,2,2025-07-01
15388,전자책,89385457,가정과생활,정리의 힘,곤도 마리에 저/홍성민 역,웅진지식하우스,2,2025-07-01
15389,전자책,89742297,문학,정신과 박티팔 씨의 엉뚱하지만 도움이 되는 인간 관찰의 기술,박티팔 저,웨일북,1,2025-07-01
15390,전자책,89923036,경제／경영,제발 지갑 열지 마,권종영 저,21세기북스,2,2025-07-01
15391,전자책,90114095,문학,좋아하는 마음이 우릴 구할 거야,정지혜 저/애슝 그림,휴머니스트,1,2025-07-01
15392,전자책,89913720,가정과생활,좋은 잠 처방전,샤론 무어 저/함현주 역,유월사일,1,2025-07-01
15393,전자책,90035985,인문／사회,좌절의 기술,윌리엄 B. 어빈 저/석기용 역,어크로스,1,2025-07-01
15394,전자책,89553944,가정과생활,주방의 지혜-누구나 쉽게 찾아 활용한다,별난정보연구회 저,북아띠,1,2025-07-01
15395,전자책,89413870,인문／사회,증거의 오류,하워드 S. 베커 저/서정아 역,책세상,1,2025-07-01
15396,전자책,89991070,인문／사회,지금 시작하는 생각 인문학,이화선 저,비즈니스북스,1,2025-07-01
15397,전자책,89943546,인문／사회,"지리학, 인간과 공간을 말하다",박승규 저,책세상,1,2025-07-01
15398,전자책,89017001,경제／경영,직장인의 돈 공부,박철 저,가나출판사,1,2025-07-01
15399,전자책,73031756,가정과생활,진주의 해피 키토 키친,진주 저,북드림,1,2025-07-01
15400,전자책,89591830,문학,진짜 게으른 사람이 쓴 게으름 탈출법,지이 저,마인드빌딩,1,2025-07-01
15401,전자책,90162450,경제／경영,진짜 부자 가짜 부자,사경인 저,더클래스,1,2025-07-01
15402,전자책,89385632,문학,진홍빛 하늘 아래,마크 설리번 저/신승민 역,나무의철학,1,2025-07-01
15403,전자책,89733161,인문／사회,질병이 바꾼 세계의 역사,로날드 D. 게르슈테 저/강희진 역,미래의창,1,2025-07-01
15404,전자책,90087361,인문／사회,차이나는 클라스 국제정치 편,JTBC [차이나는 클라스] 제작팀 저,중앙북스(books),1,2025-07-01
15405,전자책,89225143,문학,"찰칵, 마음을 찍는 기계",차은오 저,미니달콤,1,2025-07-01
15406,전자책,87619759,경제／경영,처음 리더가 된 당신에게,박태현 저,중앙북스(books),1,2025-07-01
15407,전자책,90047024,인문／사회,천년의 수업,김헌 저,다산초당,2,2025-07-01
15408,전자책,89603161,자연과과학,천문학 아는 척하기,제프 베컨 저/사라 베컨 그림/김다정 역,팬덤북스,1,2025-07-01
15409,전자책,89991072,가정과생활,체간 리셋 다이어트 시즌 2,사쿠마 겐이치 저/이선정 역,북라이프,1,2025-07-01
15410,전자책,90047022,가정과생활,초등 국어 뿌리 공부법,민성원 저,다산에듀,2,2025-07-01
15411,전자책,85435393,가정과생활,초등 사회성 수업,"이향숙,김경은,서보라 저",메이트북스,1,2025-07-01
15412,전자책,90114730,인문／사회,"초예측, 부의 미래","마루야마 슌이치,NHK 다큐멘터리 제작팀,유발 하라리,스콧 갤러웨이,찰스 호스킨슨장 티롤,마르쿠스 가브리엘 저/",웅진지식하우스,2,2025-07-01
15413,전자책,89609636,문학,침입자들,정혁용 저,다산책방,2,2025-07-01
15414,전자책,89957259,문학,"칵테일, 러브, 좀비",조예은 저,안전가옥,3,2025-07-01
15415,전자책,90047128,경제／경영,코로나 경제 전쟁,폴 크루그먼 등저/리처드 볼드윈 등편/매경출판 편역,매일경제신문사,1,2025-07-01
15416,전자책,85473689,경제／경영,콘텐츠가 전부다,"노가영, 조형석, 김정현 저",미래의창,1,2025-07-01
15417,전자책,90107378,문학,탁류,글 채만식/ 그림 하정우 저,문화콘텐츠연구소-뉴NEW,1,2025-07-01
15418,전자책,89874089,경제／경영,테크노 사피엔스,이재형 등저/진우 감수,중앙북스(books),1,2025-07-01
15419,전자책,86668423,문학,퇴사하기 좋은 날,감자 저,42미디어콘텐츠,1,2025-07-01
15420,전자책,89943545,인문／사회,툭하면 기분 나빠지는 나에게,팀 로마스 저/김아영 역,책세상,1,2025-07-01
15421,전자책,88235938,경제／경영,트라이브즈 Tribes,세스 고딘 저/유하늘 역,시목,1,2025-07-01
15422,전자책,89479115,자기관리,팔리는 나를 만들어 팝니다,박창선 저,알에이치코리아(RHK),2,2025-07-01
15423,전자책,89520284,문학,페스트,알베르 카뮈 저/서상원 역,스타북스,1,2025-07-01
15424,전자책,89643512,경제／경영,펭수의 시대,김용섭 저,비즈니스북스,1,2025-07-01
15425,전자책,89936954,문학,평일도 인생이니까,김신지 저,알에이치코리아(RHK),2,2025-07-01
15426,전자책,89967464,자기관리,프로 일잘러를 위한 슬기로운 아이패드 생활,이지은 저,천그루숲,1,2025-07-01
15427,전자책,89385439,인문／사회,프로이트의 의자,정도언 저,지와인,1,2025-07-01
15428,전자책,89318828,자기관리,필체를 바꾸면 인생이 바뀐다,구본진 저,쌤앤파커스,1,2025-07-01
15429,전자책,88934085,국어와외국어,하루 10분 명문 낭독 영어 스피킹 100,조이스 박 저,로그인,1,2025-07-01
15430,전자책,89230285,가정과생활,하루 3줄 초등 글쓰기의 기적,윤희솔 저,청림Life,1,2025-07-01
15431,전자책,88366444,자기관리,하루 5분 공부 각오,한재우 저,21세기북스,2,2025-07-01
15432,전자책,90002051,자기관리,"하루 5분, 뇌력 낭비 없애는 루틴",가바사와 시온 저/신찬 역,매일경제신문사,1,2025-07-01
15433,전자책,89580801,가정과생활,"하루 5분, 엄마의 언어 자극",장재진 저,카시오페아,1,2025-07-01
15434,전자책,90108728,가정과생활,하루 800칼로리 초고속 다이어트,마이클 모슬리 저/정미화 역,위즈덤하우스,2,2025-07-01
15435,전자책,89917744,가정과생활,하루 한마디 인문학 질문의 기적,김종원 저,다산북스,2,2025-07-01
15436,전자책,89599139,자기관리,한 번이라도 끝까지 버텨본 적 있는가,웨이슈잉 저/하진이 역,센시오,1,2025-07-01
15437,전자책,89500552,인문／사회,한눈에 꿰뚫는 중동과 이슬람 상식도감,미야자키 마사카츠 저/안혜은 역,이다미디어,1,2025-07-01
15438,전자책,89741044,자기관리,한마디로 정리해야 하는 순간은 반드시 온다,나카무라 케이 저/황선종 역,어크로스,1,2025-07-01
15439,전자책,86025561,인문／사회,한번에 끝내는 세계사,시마자키 스스무 저/최미숙 역,북라이프,1,2025-07-01
15440,전자책,89907024,가정과생활,해즈노의 더 건강한 비건 베이킹,이상명(해즈노),42미디어콘텐츠,1,2025-07-01
15441,전자책,89425530,가정과생활,허허 동의보감 합본,"허영만 글그림/박석준,오수석,황인태 감수",시루,1,2025-07-01
15442,전자책,90087360,자기관리,"훔쳐라, 아티스트처럼 (특별판)",오스틴 클레온 저/노진희 역,중앙북스(books),1,2025-07-01
15443,전자책,85960951,예술／대중문화,1일 1클래식 1기쁨,클레먼시 버턴힐 저/김재용 역,윌북(willbook),1,2025-07-01
15444,전자책,86544737,문학,404 이름을 찾을 수 없습니다.,무명 저,이페이지,1,2025-07-01
15445,전자책,82130708,자기관리,50부터는 인생관을 바꿔야 산다,사이토 다카시 저/황혜숙 역,센시오,1,2025-07-01
15446,전자책,86967276,경제／경영,7가지 부의 불변의 법칙,데이브 램지 저/고영훈 역,다산북스,1,2025-07-01
15447,전자책,84819900,경제／경영,90년생과 일하는 방법,윤영철 저,보랏빛소,1,2025-07-01
15448,전자책,83767820,문학,9번의 일,김혜진 저,한겨레출판,2,2025-07-01
15449,전자책,84808553,문학,9시에서 9시 사이,레오 페루츠 저/신동화 역,열린책들,2,2025-07-01
15450,전자책,78567366,문학,강치,전민식 저,마시멜로,2,2025-07-01
15451,전자책,70874841,문학,게으른 게 아니라 충전 중입니다,댄싱스네일 저,허밍버드,1,2025-07-01
15452,전자책,77988626,인문／사회,게으름 예찬,로버트 디세이 저/오숙은 역,다산초당,1,2025-07-01
15453,전자책,85739964,자기관리,게으름이 습관이 되기 전에,스티브 스콧 저/신예경 역,알에이치코리아(RHK),2,2025-07-01
15454,전자책,89379631,문학,괴물 나무꾼,쿠라이 마유스케 저/구수영 역,위즈덤하우스,2,2025-07-01
15455,전자책,84769527,문학,굿 라이어,니컬러스 설 저/이윤진 역,열린책들,2,2025-07-01
15456,전자책,84809126,가정과생활,그 집 아들 독서법,이지연 저,블루무스,1,2025-07-01
15457,전자책,89309284,문학,그리고 여자들은 침묵하지 않았다,크리스티나 달처 저/고유경 역,다산책방,1,2025-07-01
15458,전자책,77988628,문학,기묘한 러브레터,야도노 카호루 저/김소연 역,다산책방,1,2025-07-01
15459,전자책,89377520,문학,김수미의 시방상담소,김수미 저,알에이치코리아(RHK),2,2025-07-01
15460,전자책,74265721,문학,깃털 도둑,커크 월리스 존슨 저/박선영 역,흐름출판,2,2025-07-01
15461,전자책,86145949,문학,깨끗한 존경,이슬아 저,헤엄,1,2025-07-01
15462,전자책,73418366,문학,꽃을 사는 여자들,바네사 몽포르 저/서경홍 역,북레시피,1,2025-07-01
15463,전자책,80090332,문학,끝까지 남겨두는 그 마음,나태주 저,북로그컴퍼니,1,2025-07-01
15464,전자책,86024426,문학,"나는 나, 엄마는 엄마",가토 이쓰코 저/송은애 역,한국경제신문사(한경비피),2,2025-07-01
15465,전자책,79184430,인문／사회,나는 나무에게 인생을 배웠다,우종영 저/한성수 편,메이븐,1,2025-07-01
15466,전자책,71849126,자연과과학,나는 내가 죽었다고 생각했습니다,질 볼트 테일러 저/장호연 역,윌북(willbook),1,2025-07-01
15467,전자책,78524551,자연과과학,나는 농담으로 과학을 말한다,오후 저,웨일북,1,2025-07-01
15468,전자책,70869700,자기관리,나는 습관을 조금 바꾸기로 했다,사사키 후미오 저/정지영 역,쌤앤파커스,1,2025-07-01
15469,전자책,75736789,문학,나는 아기 캐리어가 아닙니다,송해나 저,문예출판사,1,2025-07-01
15470,전자책,78668296,문학,나는 어른이 되어서도 가끔 울었다,투에고 저,알에이치코리아(RHK),2,2025-07-01
15471,전자책,89478522,자기관리,나는 인생에서 중요한 것만 남기기로 했다,에리카 라인 저/이미숙 역,갤리온,2,2025-07-01
15472,전자책,89333590,인문／사회,나는 질 때마다 이기는 법을 배웠다,김민식 저,푸른숲,2,2025-07-01
15473,전자책,77724469,문학,나비와 나,미그릿 저,타오름달 열닷새,1,2025-07-01
15474,전자책,79640340,가정과생활,나쁜 피가 내 몸을 망친다,이시하라 니나 저/정지영 역,쌤앤파커스,1,2025-07-01
15475,전자책,80478620,경제／경영,나의 첫 금리공부,염상훈 저,원앤원북스,1,2025-07-01
15476,전자책,71047047,문학,나이 들수록 인생이 점점 재밌어지네요,와카미야 마사코 저/양은심 역,가나출판사,1,2025-07-01
15477,전자책,78129722,문학,내 이름을 잊어줘,J.S. 몬로 저/김효정 역,북플라자,1,2025-07-01
15478,전자책,79317594,문학,내 인생에서 남편은 빼겠습니다,아인잠 저,유노북스,1,2025-07-01
15479,전자책,77128190,문학,내가 본 것을 당신도 볼 수 있다면,정우성 저,원더박스,1,2025-07-01
15480,전자책,86545704,인문／사회,내가 원하는 것을 나도 모를 때,전승환 저,다산초당,1,2025-07-01
15481,전자책,89378584,자연과과학,내가 정말 알아야 할 수학은 모두 초등학교에서 모두 배웠다,최수일 저,비아북,1,2025-07-01
15482,전자책,86354098,문학,내가 죽으면 장례식에 누가 와줄까 (개정판),김상현 저,필름,1,2025-07-01
15483,전자책,86145948,문학,너는 다시 태어나려고 기다리고 있어,이슬아 저,헤엄,1,2025-07-01
15484,전자책,77265408,문학,너는 알고 있다,엘리자베스 클레포스 저/정지현 역,나무옆의자,1,2025-07-01
15485,전자책,77285720,문학,너라는 계절,김지훈 저,진심의꽃한송이,1,2025-07-01
15486,전자책,71824244,문학,너와 나의 1cm,김은주 저/양현정 그림,위즈덤하우스,2,2025-07-01
15487,전자책,77282467,경제／경영,네이비씰 승리의 기술,"조코 윌링크,레이프 바빈 공저/최규민 역",메이븐,1,2025-07-01
15488,전자책,79648556,경제／경영,"뇌, 욕망의 비밀을 풀다",한스-게오르크 호이젤 저/강영옥 등역,비즈니스북스,1,2025-07-01
15489,전자책,84939025,자연과과학,뇌가 지어낸 모든 세계,엘리에저 스턴버그 저/조성숙 역,다산사이언스,1,2025-07-01
15490,전자책,71382303,문학,눈 깜짝할 사이 서른셋,하유지 저,다산책방,1,2025-07-01
15491,전자책,73809871,문학,눈물은 하트 모양,구혜선 저,꼼지락,1,2025-07-01
15492,전자책,86544704,인문／사회,뉴스 다이어트,롤프 도벨리 저/장윤경 역,갤리온,2,2025-07-01
15493,전자책,71534713,문학,다가오는 말들,은유 저,어크로스,1,2025-07-01
15494,전자책,74211445,문학,다시 태어나도 엄마 딸,스즈키 루리카 저/이소담 역,놀,1,2025-07-01
15495,전자책,78214748,인문／사회,다크호스,"토드 로즈,오기 오가스 공저/정미나 역",21세기북스,2,2025-07-01
15496,전자책,70938916,자기관리,단 한 권을 읽어도 제대로 남는 메모 독서법,신정철 저,위즈덤하우스,2,2025-07-01
15497,전자책,86543602,문학,답장이 없으면 슬프긴 하겠다,가희 저,부크럼,1,2025-07-01
15498,전자책,71038114,문학,당신의 마음을 안아줄게요,김지훈 저,진심의꽃한송이,1,2025-07-01
15499,전자책,85644354,경제／경영,대한민국 부동산 사용설명서,김학렬 저,에프엔미디어,1,2025-07-01
15500,전자책,76175143,가정과생활,더 쉽고 더 맛있게 고단백 저탄수화물 다이어트 레시피,미니 박지우 저,위즈덤하우스,2,2025-07-01
15501,전자책,85350170,문학,도어,서보 머그더 저/김보국 역,프시케의숲,1,2025-07-01
15502,전자책,70151599,경제／경영,돈 공부는 처음이라,"김종봉,제갈현열 공저",다산북스,1,2025-07-01
15503,전자책,77213474,자연과과학,동물의 감정에 관한 생각,프란스 드 발 저/이충호 역,세종서적,1,2025-07-01
15504,전자책,80084958,경제／경영,두려움 없는 조직,에이미 에드먼슨 저/최윤영 역/오승민 감수,다산북스,1,2025-07-01
15505,전자책,80926712,경제／경영,디커플링,탈레스 S. 테이셰이라 저/김인수 역,인플루엔셜,1,2025-07-01
15506,전자책,77668880,가정과생활,딱 하루만 평범했으면,태원준 저,북로그컴퍼니,1,2025-07-01
15507,전자책,87306436,문학,"땡스 갓, 잇츠 프라이데이",심너울 저,안전가옥,1,2025-07-01
15508,전자책,73092128,문학,또 이 따위 레시피라니,줄리언 반스 저/공진호 역,다산책방,1,2025-07-01
15509,전자책,78869330,문학,루거 총을 든 할머니,브누아 필리퐁 저/장소미 역,위즈덤하우스,2,2025-07-01
15510,전자책,88443745,문학,루팡의 딸,요코제키 다이 저/최재호 역,북플라자,1,2025-07-01
15511,전자책,85019664,경제／경영,리더의 용기,브레네 브라운 저/강주헌 역,갤리온,2,2025-07-01
15512,전자책,86656615,자기관리,린치핀,세스 고딘 저/윤영삼 역,라이스메이커,1,2025-07-01
